A,B,C
10014.62535186081,10757.562268764152,10757.562268764152
10014.62535186081,10757.562268764152,10757.562268764152
10014.62535186081,10757.562268764152,10757.562268764152
10014.62535186081,10757.562268764152,10757.562268764152
10014.62535186081,10757.562268764152,10757.562268764152
10014.62535186081,10757.562268764152,10757.562268764152
10014.62535186081,10757.562268764152,10757.562268764152
10014.62535186081,10757.562268764152,10757.562268764152
10014.62535186081,10757.562268764152,10757.562268764152
10014.62535186081,10757.562268764152,10757.562268764152
10014.62535186081,10757.562268764152,10757.562268764152
10014.62535186081,10757.562268764152,10757.562268764152
10014.62535186081,10757.562268764152,10757.562268764152
10014.62535186081,10757.562268764152,10757.562268764152
10014.62535186081,10757.562268764152,10757.562268764152
8120.8622014802695,8723.309933131417,8723.309933131417
8120.8622014802695,8723.309933131417,8723.309933131417
7312.836412432983,8723.309933131417,8723.309933131417
7312.836412432983,8723.309933131417,8723.309933131417
7312.836412432983,8723.309933131417,8723.309933131417
7312.836412432983,8723.309933131417,8723.309933131417
7312.836412432983,8723.309933131417,8723.309933131417
7312.836412432983,8723.309933131417,8723.309933131417
8038.691969129462,9503.013224562083,9503.013224562083
8384.929088239805,9503.013224562083,9503.013224562083
8384.929088239805,9503.013224562083,9503.013224562083
8384.929088239805,9503.013224562083,9503.013224562083
8384.929088239805,9503.013224562083,9503.013224562083
8384.929088239805,9503.013224562083,9503.013224562083
8384.929088239805,9503.013224562083,9503.013224562083
8384.929088239805,9503.013224562083,9503.013224562083
7602.389799518444,8613.064475603827,8613.064475603827
7602.389799518444,8613.064475603827,8613.064475603827
7602.389799518444,8613.064475603827,8613.064475603827
7602.389799518444,8613.064475603827,8613.064475603827
7602.389799518444,8613.064475603827,8613.064475603827
7602.389799518444,8613.064475603827,8613.064475603827
6845.952014466359,8613.064475603827,8613.064475603827
7681.260022697464,9510.33996983625,9510.33996983625
7681.260022697464,9510.33996983625,9510.33996983625
7681.260022697464,9510.33996983625,9510.33996983625
7681.260022697464,9510.33996983625,9510.33996983625
7681.260022697464,9510.33996983625,9510.33996983625
7681.260022697464,9510.33996983625,9510.33996983625
7681.260022697464,9510.33996983625,9510.33996983625
7681.260022697464,9510.33996983625,9510.33996983625
7681.260022697464,9510.33996983625,9510.33996983625
7681.260022697464,9510.33996983625,9510.33996983625
7681.260022697464,9510.33996983625,9510.33996983625
6916.974650439066,8564.061142837541,8564.061142837541
6916.974650439066,8564.061142837541,8564.061142837541
6916.974650439066,8564.061142837541,8564.061142837541
6916.974650439066,8564.061142837541,8564.061142837541
6965.250721399936,8618.774562109564,8618.774562109564
6965.250721399936,8618.774562109564,8618.774562109564
8009.028231968949,9801.734057897029,9801.734057897029
8009.028231968949,9801.734057897029,9801.734057897029
8009.028231968949,9801.734057897029,9801.734057897029
8009.028231968949,9801.734057897029,9801.734057897029
8009.028231968949,9801.734057897029,9801.734057897029
8009.028231968949,9801.734057897029,9801.734057897029
7212.129922888038,8826.461519136274,8826.461519136274
7212.129922888038,8826.461519136274,8826.461519136274
6494.522995560678,7948.2285979822145,7948.2285979822145
6494.522995560678,7948.2285979822145,7948.2285979822145
6494.522995560678,7948.2285979822145,7948.2285979822145
6494.522995560678,7948.2285979822145,7948.2285979822145
6625.9356887974,8051.071187902424,8051.071187902424
7367.771928783523,8958.956805015136,8958.956805015136
7409.535613062374,9010.665357350445,9010.665357350445
8305.147987251346,10106.747685506245,10106.747685506245
8305.147987251346,10106.747685506245,10106.747685506245
9016.624696853698,10987.642925212327,10987.642925212327
9016.624696853698,10987.642925212327,10987.642925212327
11054.25235046367,9894.3724541537,9894.3724541537
9954.354241592535,9894.3724541537,9894.3724541537
10003.452211602433,9954.20315366255,9954.20315366255
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
11584.431052000316,10971.933579610344,10971.933579610344
10431.780162326286,10971.933579610344,10971.933579610344
10431.780162326286,10971.933579610344,10971.933579610344
10431.780162326286,10971.933579610344,10971.933579610344
9923.658352860759,10971.933579610344,10971.933579610344
9923.658352860759,10971.933579610344,10971.933579610344
9923.658352860759,10971.933579610344,10971.933579610344
9923.658352860759,10971.933579610344,10971.933579610344
9923.658352860759,10971.933579610344,10971.933579610344
9923.658352860759,10971.933579610344,10971.933579610344
9923.658352860759,10971.933579610344,10971.933579610344
10603.741278575915,10971.933579610344,10971.933579610344
10603.741278575915,10971.933579610344,10971.933579610344
10603.741278575915,10971.933579610344,10971.933579610344
10603.741278575915,10971.933579610344,10971.933579610344
9516.857797521885,9847.310387700285,9847.310387700285
8569.930446668459,9847.310387700285,9847.310387700285
8569.930446668459,9847.310387700285,9847.310387700285
8569.930446668459,9847.310387700285,9847.310387700285
7691.512575884942,8837.961072961005,8837.961072961005
7691.512575884942,8837.961072961005,8837.961072961005
7691.512575884942,8837.961072961005,8837.961072961005
7691.512575884942,8837.961072961005,8837.961072961005
7691.512575884942,8837.961072961005,8837.961072961005
9025.915589062672,10218.698384856663,10218.698384856663
9025.915589062672,10218.698384856663,10218.698384856663
9075.728777708686,10275.936414155847,10275.936414155847
9075.728777708686,10275.936414155847,10275.936414155847
9075.728777708686,10275.936414155847,10275.936414155847
9075.728777708686,10275.936414155847,10275.936414155847
9075.728777708686,10275.936414155847,10275.936414155847
9893.942887104356,11216.108373421532,11216.108373421532
9893.942887104356,11216.108373421532,11216.108373421532
9893.942887104356,11216.108373421532,11216.108373421532
9893.942887104356,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
10201.30147728348,11216.108373421532,11216.108373421532
9183.721654924451,11216.108373421532,11216.108373421532
9183.721654924451,11216.108373421532,11216.108373421532
9183.721654924451,11216.108373421532,11216.108373421532
9183.721654924451,11216.108373421532,11216.108373421532
9183.721654924451,11216.108373421532,11216.108373421532
9183.721654924451,11216.108373421532,11216.108373421532
7397.545191301988,9034.645395468377,9034.645395468377
7397.545191301988,9034.645395468377,9034.645395468377
7397.545191301988,9034.645395468377,9034.645395468377
7397.545191301988,9034.645395468377,9034.645395468377
6639.2968091935345,8108.594242432868,8108.594242432868
6639.2968091935345,8108.594242432868,8108.594242432868
6639.2968091935345,8108.594242432868,8108.594242432868
6639.2968091935345,8108.594242432868,8108.594242432868
6639.2968091935345,8108.594242432868,8108.594242432868
6639.2968091935345,8108.594242432868,8108.594242432868
7211.4601287576625,8807.379118615036,8807.379118615036
7211.4601287576625,8807.379118615036,8807.379118615036
7211.4601287576625,8807.379118615036,8807.379118615036
7211.4601287576625,8807.379118615036,8807.379118615036
8393.229557921106,10250.677869158748,10250.677869158748
8393.229557921106,10250.677869158748,10250.677869158748
8393.229557921106,10250.677869158748,10250.677869158748
8393.229557921106,10250.677869158748,10250.677869158748
8393.229557921106,10250.677869158748,10250.677869158748
8393.229557921106,10250.677869158748,10250.677869158748
8393.229557921106,10250.677869158748,10250.677869158748
8393.229557921106,10250.677869158748,10250.677869158748
8393.229557921106,10250.677869158748,10250.677869158748
8393.229557921106,10250.677869158748,10250.677869158748
8393.229557921106,10250.677869158748,10250.677869158748
8393.229557921106,10250.677869158748,10250.677869158748
8393.229557921106,10250.677869158748,10250.677869158748
8393.229557921106,10250.677869158748,10250.677869158748
