date,signal,stop_loss,price,ticker
2019-08-16 06:00:00,Short,0.01845248,0.018109,ETH/U19
2019-08-16 06:00:00,Short,2.621e-05,2.563e-05,XRP/U19
2019-08-16 12:00:00,Short,186.44897,184.82,ETH/USD
2019-08-16 22:00:00,Short,187.43599999999998,184.58,ETH/USD
2019-08-17 07:00:00,Short,0.02989106,0.029829,BCH/U19
2019-08-17 07:00:00,Short,186.27948,184.69,ETH/USD
2019-08-17 10:00:00,Short,0.01789615,0.017846,ETH/U19
2019-08-17 16:00:00,Short,0.03026394,0.029869,BCH/U19
2019-08-17 18:00:00,Short,0.0071785,0.007112100000000001,LTC/U19
2019-08-17 22:00:00,Short,186.75706429,184.38,ETH/USD
2019-08-19 01:00:00,Long,10310.84,10496.0,BTC/USD
2019-08-19 16:00:00,Long,197.01928999999998,200.14,ETH/USD
2019-08-20 16:00:00,Long,10615.752,10821.0,BTC/USD
2019-08-20 17:00:00,Long,195.76554,198.74,ETH/USD
2019-08-21 08:00:00,Short,0.03000472,0.02939,BCH/U19
2019-08-21 10:00:00,Short,0.03000472,0.029195,BCH/U19
2019-08-21 10:00:00,Short,0.01855616,0.018341,ETH/U19
2019-08-21 18:00:00,Long,0.01833083,0.018477,ETH/U19
2019-08-21 19:00:00,Long,0.00034432,0.00035094,EOS/U19
2019-08-21 20:00:00,Short,190.01823000000002,183.87,ETH/USD
2019-08-23 03:00:00,Long,0.01882631,0.018928999999999998,ETH/U19
2019-08-23 03:00:00,Long,2.6700000000000002e-05,2.682e-05,XRP/U19
2019-08-23 04:00:00,Long,0.01882631,0.01892,ETH/U19
2019-08-23 07:00:00,Long,10107.231,10204.91261194,BTC/USD
2019-08-23 08:00:00,Long,189.567,193.95,ETH/USD
2019-08-23 16:00:00,Short,0.007277,0.0072235,LTC/U19
2019-08-23 19:00:00,Long,0.029989699999999998,0.030394,BCH/U19
2019-08-23 21:00:00,Short,0.007279899999999998,0.007162300000000002,LTC/U19
2019-08-23 22:00:00,Long,0.0299,0.030371,BCH/U19
2019-08-24 13:00:00,Long,0.030021,0.030497000000000007,BCH/U19
2019-08-24 23:00:00,Long,2.665e-05,2.694e-05,XRP/U19
2019-08-25 00:00:00,Short,10207.0,10050.69468447,BTC/USD
2019-08-25 00:00:00,Short,192.04,188.50137549,ETH/USD
2019-08-25 03:00:00,Long,0.018705,0.018793,ETH/U19
2019-08-25 04:00:00,Long,0.007206999999999998,0.0072891000000000015,LTC/U19
2019-08-25 09:00:00,Short,193.03,188.44,ETH/USD
2019-08-25 10:00:00,Short,10350.0,10066.0,BTC/USD
2019-08-25 13:00:00,Long,2.668e-05,2.696e-05,XRP/U19
2019-08-26 02:00:00,Short,0.0072482,0.007153000000000001,LTC/U19
2019-08-26 10:00:00,Short,191.18,188.72,ETH/USD
2019-08-26 15:00:00,Short,0.0072354,0.007123999999999998,LTC/U19
2019-08-26 18:00:00,Long,10191.0,10377.0,BTC/USD
2019-08-26 19:00:00,Short,0.030239999999999996,0.029938,BCH/U19
2019-08-27 14:00:00,Short,0.007221300000000002,0.0071318,LTC/U19
2019-08-27 16:00:00,Short,189.24,186.02,ETH/USD
2019-08-27 16:00:00,Short,0.00035249,0.00034617,EOS/U19
2019-08-27 17:00:00,Short,0.018551,0.018328,ETH/U19
2019-08-27 22:00:00,Long,0.030192,0.030402,BCH/U19
2019-08-28 03:00:00,Short,10268.0,10126.0,BTC/USD
2019-08-28 08:00:00,Short,0.018429,0.018353,ETH/U19
2019-08-28 12:00:00,Short,188.62,185.01,ETH/USD
2019-08-29 09:00:00,Short,0.017949,0.01755,ETH/U19
2019-08-29 19:00:00,Short,0.017967,0.017721,ETH/U19
2019-08-29 19:00:00,Short,9635.4,9472.1,BTC/USD
2019-08-29 19:00:00,Short,172.30517064,167.85,ETH/USD
2019-08-30 02:00:00,Short,9587.7,9502.9,BTC/USD
2019-08-30 10:00:00,Short,0.00034308,0.00033844,EOS/U19
2019-08-30 11:00:00,Short,0.02963,0.029231,BCH/U19
2019-08-30 14:00:00,Short,9649.9,9528.81303265,BTC/USD
2019-08-30 16:00:00,Short,170.49,168.75,ETH/USD
2019-08-30 16:00:00,Short,0.029508,0.029189999999999997,BCH/U19
2019-08-30 20:00:00,Short,0.006801100000000001,0.0066549999999999995,LTC/U19
2019-08-31 01:00:00,Short,170.33,168.75,ETH/USD
2019-08-31 03:00:00,Short,9670.5,9604.402602,BTC/USD
2019-08-31 16:00:00,Long,2.649e-05,2.686e-05,XRP/U19
2019-09-01 00:00:00,Long,2.649e-05,2.68e-05,XRP/U19
2019-09-01 05:00:00,Short,0.029269999999999997,0.028918,BCH/U19
2019-09-01 17:00:00,Long,168.33,171.43,ETH/USD
2019-09-02 14:00:00,Short,0.017755,0.017472,ETH/U19
2019-09-03 06:00:00,Short,0.028896,0.028458,BCH/U19
2019-09-03 08:00:00,Long,173.56,178.87,ETH/USD
2019-09-03 11:00:00,Short,0.0067157,0.006458,LTC/U19
2019-09-03 11:00:00,Short,0.00032354,0.00031908,EOS/U19
2019-09-03 15:00:00,Short,0.028594,0.028362,BCH/U19
2019-09-03 21:00:00,Short,2.498e-05,2.479e-05,XRP/U19
2019-09-03 21:00:00,Short,0.0066385,0.0064631,LTC/U19
2019-09-03 22:00:00,Short,2.498e-05,2.464e-05,XRP/U19
2019-09-03 22:00:00,Long,10476.0,10634.0,BTC/USD
2019-09-04 12:00:00,Long,10410.0,10666.0,BTC/USD
2019-09-04 12:00:00,Short,2.488e-05,2.439e-05,XRP/U19
2019-09-04 12:00:00,Short,0.00031763,0.0003139,EOS/U19
2019-09-05 03:00:00,Long,10517.0,10602.0,BTC/USD
2019-09-05 05:00:00,Long,10517.0,10640.0,BTC/USD
2019-09-05 08:00:00,Long,10481.64244548,10606.0,BTC/USD
2019-09-05 18:00:00,Long,10490.0,10600.0,BTC/USD
2019-09-05 20:00:00,Short,0.00031371,0.00030781,EOS/U19
2019-09-06 01:00:00,Short,0.00031371,0.00030685,EOS/U19
2019-09-06 05:00:00,Short,0.00030932,0.00030647,EOS/U19
2019-09-06 05:00:00,Short,0.01646,0.016280000000000003,ETH/U19
2019-09-06 06:00:00,Short,0.016447,0.016238,ETH/U19
2019-09-06 06:00:00,Short,0.00031017,0.0003056,EOS/U19
2019-09-06 08:00:00,Short,0.027999999999999997,0.027451,BCH/U19
2019-09-06 09:00:00,Short,0.0063298,0.0061568000000000005,LTC/U19
2019-09-06 16:00:00,Short,0.016582,0.016319999999999998,ETH/U19
2019-09-06 18:00:00,Short,0.016582,0.016336,ETH/U19
2019-09-07 07:00:00,Long,2.412e-05,2.433e-05,XRP/U19
2019-09-08 09:00:00,Long,177.1,182.57,ETH/USD
2019-09-08 18:00:00,Long,179.32,181.96,ETH/USD
2019-09-08 20:00:00,Long,179.74,181.39,ETH/USD
2019-09-09 02:00:00,Long,2.505e-05,2.535e-05,XRP/U19
2019-09-09 02:00:00,Long,0.017233000000000002,0.01747,ETH/U19
2019-09-09 03:00:00,Long,0.0066529,0.0067975,LTC/U19
2019-09-09 05:00:00,Long,176.37,180.97,ETH/USD
2019-09-09 08:00:00,Long,2.506e-05,2.527e-05,XRP/U19
2019-09-09 11:00:00,Short,10557.0,10286.0,BTC/USD
2019-09-09 12:00:00,Long,0.0066783,0.0068126,LTC/U19
2019-09-09 17:00:00,Long,0.006708199999999999,0.006795600000000001,LTC/U19
2019-09-09 22:00:00,Short,10399.0,10316.06493524,BTC/USD
2019-09-09 22:00:00,Long,2.494e-05,2.531e-05,XRP/U19
2019-09-10 11:00:00,Long,0.0068566,0.007023000000000001,LTC/U19
2019-09-10 14:00:00,Long,2.528e-05,2.558e-05,XRP/U19
2019-09-10 14:00:00,Long,0.029562,0.030118,BCH/U19
2019-09-10 14:00:00,Long,0.017514,0.017768,ETH/U19
2019-09-10 16:00:00,Long,0.0003613,0.00037448,EOS/U19
2019-09-10 18:00:00,Long,0.0003613,0.00037385,EOS/U19
2019-09-11 01:00:00,Long,0.0003675,0.00037322,EOS/U19
2019-09-11 08:00:00,Short,10155.94465725,10053.54356497,BTC/USD
2019-09-12 01:00:00,Short,179.63,177.4,ETH/USD
2019-09-12 01:00:00,Short,10223.0,10091.0,BTC/USD
2019-09-12 02:00:00,Short,0.0003707,0.00036629,EOS/U19
2019-09-13 04:00:00,Short,0.006737600000000001,0.006659899999999999,LTC/U19
2019-09-13 08:00:00,Short,0.006737600000000001,0.0066586,LTC/U19
2019-09-13 18:00:00,Long,10155.0,10374.0,BTC/USD
2019-09-13 19:00:00,Short,0.00036644,0.00036029,EOS/U19
2019-09-14 03:00:00,Short,0.0066899,0.0066304,LTC/U19
2019-09-14 06:00:00,Long,2.46e-05,2.489e-05,XRP/U19
2019-09-15 10:00:00,Long,187.52,189.61,ETH/USD
2019-09-15 16:00:00,Long,0.00039,0.00039501,EOS/U19
2019-09-15 19:00:00,Long,0.029336,0.029573,BCH/U19
2019-09-15 19:00:00,Long,0.0067643,0.006907899999999999,LTC/U19
2019-09-15 21:00:00,Long,2.511e-05,2.537e-05,XRP/U19
2019-09-16 12:00:00,Long,0.0003877,0.00039765,EOS/U19
2019-09-17 03:00:00,Short,10355.0,10199.0,BTC/USD
2019-09-17 18:00:00,Short,10308.0,10214.08319674,BTC/USD
2019-09-18 08:00:00,Long,0.0003987,0.00040649,EOS/U19
2019-09-18 17:00:00,Long,0.00039819,0.0004043,EOS/U19
2019-09-19 00:00:00,Long,0.020269,0.020878,ETH/U19
2019-09-19 08:00:00,Long,202.2,209.76,ETH/USD
2019-09-19 22:00:00,Long,0.021184,0.021457,ETH/U19
2019-09-20 07:00:00,Long,10137.5,10224.0,BTC/USD
2019-09-20 09:00:00,Short,0.0075,0.0074,LTC/U19
2019-09-20 10:00:00,Short,0.0075,0.00742,LTC/U19
2019-09-20 18:00:00,Long,0.02101,0.02146,ETH/U19
2019-09-20 19:00:00,Long,212.35,219.0,ETH/USD
2019-09-21 05:00:00,Short,0.007465,0.007354999999999999,LTC/U19
2019-09-21 10:00:00,Long,214.45,218.3,ETH/USD
2019-09-21 10:00:00,Long,5.15e-06,5.2e-06,ADA/U19
2019-09-22 19:00:00,Short,212.3,209.3,ETH/USD
2019-09-23 00:00:00,Short,4.9000000000000005e-06,4.84e-06,ADA/U19
2019-09-23 11:00:00,Short,211.15,208.2,ETH/USD
2019-09-23 18:00:00,Short,0.0003934,0.0003797,EOS/U19
2019-09-25 02:00:00,Short,0.02,0.01969,ETH/U19
2019-09-25 09:00:00,Short,0.02682,0.02615,BCH/U19
2019-09-25 20:00:00,Short,8634.0,8342.5,BTC/USD
2019-09-25 22:00:00,Short,0.000344,0.0003354,EOS/U19
2019-09-26 01:00:00,Short,0.0003388,0.0003353,EOS/U19
2019-09-26 07:00:00,Short,171.1,168.8,ETH/USD
2019-09-26 07:00:00,Short,8466.0,8383.5,BTC/USD
2019-09-26 12:00:00,Short,0.00033939999999999996,0.00033519999999999996,EOS/U19
2019-09-26 15:00:00,Long,4.46e-06,4.63e-06,ADA/U19
2019-09-27 06:00:00,Short,8117.0,7974.5,BTC/USD
2019-09-27 08:00:00,Short,167.35,164.95,ETH/USD
2019-09-27 14:00:00,Short,8098.0,7994.0,BTC/USD
2019-09-27 15:00:00,Long,2.968e-05,3.015e-05,XRP/Z19
2019-09-28 08:00:00,Long,2.946e-05,2.98e-05,XRP/Z19
2019-09-28 10:00:00,Long,0.0003431,0.000346,EOS/Z19
2019-09-28 12:00:00,Long,0.021,0.02138,ETH/Z19
2019-09-28 15:00:00,Long,168.55,174.1,ETH/USD
2019-09-28 18:00:00,Long,168.55,173.75,ETH/USD
2019-09-28 20:00:00,Long,0.021,0.02131,ETH/Z19
2019-09-29 19:00:00,Short,8135.5,8016.5,BTC/USD
2019-09-29 21:00:00,Short,4.69e-06,4.62e-06,ADA/Z19
2019-09-29 22:00:00,Short,172.1,168.15,ETH/USD
2019-09-30 19:00:00,Long,0.0003519,0.00035580000000000003,EOS/Z19
2019-09-30 21:00:00,Long,0.006684999999999999,0.006795000000000001,LTC/Z19
2019-09-30 21:00:00,Long,4.7e-06,4.79e-06,ADA/Z19
2019-10-01 06:00:00,Long,177.85,180.8,ETH/USD
2019-10-02 10:00:00,Short,179.05,175.95,ETH/USD
2019-10-02 11:00:00,Short,0.02707,0.02684,BCH/Z19
2019-10-02 13:00:00,Short,0.02707,0.02685,BCH/Z19
2019-10-02 15:00:00,Short,8309.5,8232.0,BTC/USD
2019-10-03 13:00:00,Short,0.027000000000000003,0.02678,BCH/Z19
2019-10-03 14:00:00,Short,0.027000000000000003,0.026789999999999998,BCH/Z19
2019-10-04 20:00:00,Short,8229.0,8126.5,BTC/USD
2019-10-04 23:00:00,Long,174.75,176.3,ETH/USD
2019-10-05 09:00:00,Long,0.02712,0.02739,BCH/Z19
2019-10-05 09:00:00,Long,0.00689,0.006975,LTC/Z19
2019-10-05 10:00:00,Long,0.02146,0.02189,ETH/Z19
2019-10-05 11:00:00,Long,0.0003597,0.0003695,EOS/Z19
2019-10-05 21:00:00,Long,0.0003599,0.0003643,EOS/Z19
2019-10-05 22:00:00,Long,3.082e-05,3.164e-05,XRP/Z19
2019-10-05 22:00:00,Short,8200.0,8066.0,BTC/USD
2019-10-06 02:00:00,Short,177.5,174.85,ETH/USD
2019-10-06 04:00:00,Long,0.006825,0.00701,LTC/Z19
2019-10-06 19:00:00,Long,0.00035660000000000005,0.0003692,EOS/Z19
2019-10-06 22:00:00,Long,0.02154,0.022,ETH/Z19
2019-10-07 00:00:00,Long,4.9e-06,5e-06,ADA/Z19
